,INSTNM,CITY,ZIP,LATITUDE,LONGITUDE
387,North-West College-Pomona,Pomona,91768,34.062043,-117.751227
388,North-West College-West Covina,West Covina,91790,34.072071,-117.949583
389,North-West College-Van Nuys,Van Nuys,91411,34.189496999999996,-118.45018400000001
390,Notre Dame de Namur University,Belmont,94002-1908,37.517111,-122.28479399999999
391,Occidental College,Los Angeles,90041-3392,34.127124,-118.210908
392,Ohlone College,Fremont,94539-0390,37.52773,-121.916339
393,Orange Coast College,Costa Mesa,92626,33.669270000000004,-117.90908600000002
394,Otis College of Art and Design,Los Angeles,90045-3505,33.956607,-118.416615
395,Oxnard College,Oxnard,93033-6699,34.166104,-119.157604
396,Hope International University,Fullerton,92831-3199,33.87616,-117.88573000000001
397,Concorde Career College-San Diego,San Diego,92113-1964,32.702814000000004,-117.102845
398,Palo Alto University,Palo Alto,94304-1337,37.382216,-122.18743700000002
399,Pacific Oaks College,Pasadena,91103,34.153382,-118.151323
400,Pacific School of Religion,Berkeley,94709,37.87669,-122.263155
401,Pacific States University,Los Angeles,90010-2263,34.061315,-118.29840800000001
402,Pacific Union College,Angwin,94508-9707,38.570584999999994,-122.440308
403,University of the Pacific,Stockton,95211-0197,37.981424,-121.312301
404,Palo Verde College,Blythe,92225,33.661538,-114.651698
405,Palomar College,San Marcos,92069-1487,33.149483000000004,-117.183978
406,Pasadena City College,Pasadena,91106-2003,34.144552000000004,-118.118196
407,Pepperdine University,Malibu,90263,34.037786,-118.707077
408,Pitzer College,Claremont,91711-6101,34.104107,-117.706675
409,Platt College-San Diego,San Diego,92115-3919,32.763729999999995,-117.063483
410,Point Loma Nazarene University,San Diego,92106-2899,32.718391,-117.25026499999998
411,Pomona College,Claremont,91711-6319,34.099027,-117.714556
412,Porterville College,Porterville,93257,36.049256,-119.01436799999999
413,Professional Institute of Beauty,El Monte,91731,34.075561,-118.039028
414,Santa Ana College,Santa Ana,92706-3398,33.759309,-117.88755800000001
415,Pardee RAND Graduate School,Santa Monica,90401-3208,34.00973,-118.490655
416,Shasta School of Cosmetology,Redding,96003,40.597114000000005,-122.387248
417,University of Redlands,Redlands,92373-0999,34.064218,-117.163218
418,College of the Redwoods,Eureka,95501-9300,40.698427,-124.19529299999999
419,Salon Success Academy-Upland,Upland,91786,34.108247,-117.63178300000001
420,Salon Success Academy-Corona,Corona,92881,33.847649,-117.53563799999999
421,Rio Hondo College,Whittier,90601-1616,34.019821,-118.033506
422,Riverside City College,Riverside,92506,33.970918,-117.384323
423,Rosemead Beauty School,Rosemead,91770-1639,34.080756,-118.082793
424,Dongguk University-Los Angeles,Los Angeles,90020-1704,34.06597,-118.289523
425,Sacramento City College,Sacramento,95822-1386,38.541096,-121.49113899999999
426,Saddleback College,Mission Viejo,92692-3635,33.553346000000005,-117.66558400000001
427,Samuel Merritt University,Oakland,94609,37.82029,-122.26633100000001
428,San Diego City College,San Diego,92101-4787,32.717403000000004,-117.15273300000001
429,San Diego Mesa College,San Diego,92111-4998,32.803825,-117.16916499999999
430,San Diego Miramar College,San Diego,92126-2999,32.909757,-117.12026100000001
431,San Diego State University,San Diego,92182-0001,32.77525,-117.071228
432,University of San Diego,San Diego,92110-2492,32.770815999999996,-117.192073
433,San Francisco Art Institute,San Francisco,94133-2299,37.803575,-122.417
434,San Francisco Conservatory of Music,San Francisco,94102-6011,37.775543,-122.42029199999999
435,San Francisco State University,San Francisco,94132,37.721224,-122.476799
436,San Francisco Theological Seminary,San Anselmo,94960-0000,37.969952,-122.56540700000001
437,University of San Francisco,San Francisco,94117-1080,37.776618,-122.450477
438,San Joaquin College of Law,Clovis,93612-1312,36.82448,-119.697657
439,San Joaquin Delta College,Stockton,95207,37.995129,-121.318266
440,San Joaquin Valley College-Visalia,Visalia,93291-9283,36.328049,-119.38498100000001
441,William Jessup University,Rocklin,95765-3707,38.819728000000005,-121.29231200000001
442,San Jose City College,San Jose,95128-2798,37.315827,-121.926185
443,San Jose State University,San Jose,95192-0001,37.336569,-121.88062099999999
444,College of San Mateo,San Mateo,94402-3784,37.535698,-122.334801
445,Santa Barbara Business College-Bakersfield,Bakersfield,93309,35.359544,-119.061264
446,Santa Barbara Business College-Santa Maria,Santa Maria,93454,34.937806,-120.433296
447,Santa Barbara City College,Santa Barbara,93109-2394,34.406788,-119.698045
448,Santa Clara University,Santa Clara,95053,37.348362,-121.93784
449,Santa Monica College,Santa Monica,90405-1628,34.017022,-118.469765
450,Santa Rosa Junior College,Santa Rosa,95401-4395,38.45709,-122.718974
451,Saybrook University,Pasadena,91103,34.153103,-118.15215500000001
452,Scripps College,Claremont,91711-3905,34.104147,-117.711294
453,College of the Sequoias,Visalia,93277-2214,36.323877,-119.31518200000001
454,Shasta Bible College and Graduate School,Redding,96002,40.566034,-122.314419
455,Shasta College,Redding,96003,40.625731,-122.317982
456,Sierra College,Rocklin,95677-3397,38.790773,-121.211688
457,Sierra College of Beauty,Merced,95340,37.306975,-120.495874
458,Trinity Law School,Santa Ana,92705,33.766071000000004,-117.85205900000001
459,Simpson University,Redding,96003-8606,40.61334,-122.332981
460,College of the Siskiyous,Weed,96094-2899,41.413005,-122.38909
461,Charles A Jones Career and Education Center,Sacramento,95824-1529,38.516233,-121.44079599999999
462,Skyline College,San Bruno,94066-1698,37.63042,-122.467335
463,San Bernardino Valley College,San Bernardino,92410-2798,34.086353,-117.313248
464,Saint Mary's College of California,Moraga,94575,37.840731,-122.109031
465,Solano Community College,Fairfield,94534-3197,38.235881,-122.122368
466,Sonoma State University,Rohnert Park,94928-3609,38.340274,-122.677066
467,South Baylo University,Anaheim,92801-1701,33.848216,-117.958727
468,South Coast College,Orange,92868-2609,33.78818,-117.874031
469,Vanguard University of Southern California,Costa Mesa,92626,33.662686,-117.90091100000001
470,Concorde Career College-Garden Grove,Garden Grove,92840-9201,33.774741,-117.938395
471,Southwestern College,Chula Vista,91910-7299,32.640281,-116.996803
472,St John's Seminary,Camarillo,93012-2500,34.243921,-119.00186699999999
473,Starr King School for the Ministry,Berkeley,94709-1209,37.876939,-122.261778
474,Marshall B Ketchum University,Fullerton,92831-1699,33.889348,-117.886229
475,Southern California Institute of Architecture,Los Angeles,90013-1822,34.044215,-118.232799
476,University of Southern California,Los Angeles,90089,34.021281,-118.28416899999999
477,Southwestern Law School,Los Angeles,90010-1106,34.061558000000005,-118.288375
478,Taft College,Taft,93268,35.149343,-119.459751
479,Claremont School of Theology,Claremont,91711-3199,34.107602,-117.71525600000001
480,Thomas Aquinas College,Santa Paula,93060,34.429009,-119.08714099999999
481,Epic Bible College,Sacramento,95841,38.645152,-121.362642
482,United Education Institute-Huntington Park Campus,Huntington Park,90255,33.986057,-118.226206
483,Concorde Career College-San Bernardino,San Bernardino,92408-3403,34.066823,-117.28399499999999
484,Concorde Career College-North Hollywood,North Hollywood,91606-3134,34.186407,-118.403627
485,Ventura College,Ventura,93003-3872,34.277393,-119.230604
486,The Santa Barbara and Ventura Colleges of Law at Ventura,Ventura,93003,34.25747,-119.23298799999999
487,Victor Valley College,Victorville,92395-5850,34.472231,-117.26145600000001
488,Berkeley City College,Berkeley,94704,37.869769,-122.26987700000001
489,Walden University,Minneapolis,55401,44.98125,-93.265738
490,Waynes College of Beauty,Salinas,93906-2830,36.700635,-121.652672
491,West Hills College-Coalinga,Coalinga,93210,36.147890999999994,-120.356747
492,West Los Angeles College,Culver City,90230-3519,34.004512,-118.386664
493,West Valley College,Saratoga,95070-5698,37.26398,-122.008324
494,Carrington College-Sacramento,Sacramento,95826,38.556151,-121.37133100000001
495,Westminster Theological Seminary in California,Escondido,92027,33.121446999999996,-117.046371
496,Westmont College,Santa Barbara,93108-1089,34.450151,-119.662517
497,Whittier College,Whittier,90601,33.978773,-118.032299
498,Woodbury University,Burbank,91504-1052,34.208011,-118.34114699999999
499,The Wright Institute,Berkeley,94704-1796,37.868221000000005,-122.25316799999999
500,Thomas Jefferson School of Law,San Diego,92101,32.717595,-117.15786200000001
501,Yeshiva Ohr Elchonon Chabad West Coast Talmudical Seminary,Los Angeles,90046-7660,34.085465,-118.34661299999999
502,Yuba College,Marysville,95901,39.126536,-121.53963999999999
503,The Salon Professional Academy-Grand Junction,Grand Junction,81501,39.078114,-108.56521000000001
504,Adams State University,Alamosa,81101,37.473636,-105.87964199999999
505,Aims Community College,Greeley,80634,40.409559,-104.76341500000001
506,Arapahoe Community College,Littleton,80160-9002,39.607504999999996,-105.018631
507,Bel-Rea Institute of Animal Technology,Denver,80247,39.686194,-104.87620700000001
508,University of Colorado Denver/Anschutz Medical Campus,Denver,80217-3364,39.745149,-104.837722
509,University of Colorado Colorado Springs,Colorado Springs,80918,38.892734999999995,-104.800296
510,Spartan College of Aeronautics and Technology,Broomfield,80021-3465,39.914821999999994,-105.119096
511,University of Colorado Boulder,Boulder,80309-0017,40.008781,-105.270823
512,Colorado Christian University,Lakewood,80226,39.713879999999996,-105.09456000000002
513,Colorado College,Colorado Springs,80903,38.848859999999995,-104.82269699999999
514,Concorde Career College-Aurora,Aurora,80010-4314,39.718699,-104.86708899999999
515,Colorado Mountain College,Glenwood Springs,81601-0233,39.54636,-107.324441
516,Colorado Northwestern Community College,Rangely,81648-3598,40.081112,-108.790048
517,Colorado School of Mines,Golden,80401,39.751443,-105.22336399999999
518,Colorado School of Trades,Lakewood,80215-2996,39.74181,-105.104174
519,Colorado State University-Fort Collins,Fort Collins,80523-0100,40.574805,-105.08073200000001
520,Colorado Technical University-Colorado Springs,Colorado Springs,80907-3812,38.894265000000004,-104.833928
521,Community College of Aurora,Aurora,80011-9036,39.71788,-104.802673
522,CollegeAmerica-Denver,Denver,80222,39.691571,-104.94116799999999
523,Technical College of the Rockies,Delta,81416,38.702524,-108.031072
524,Community College of Denver,Denver,80204-2026,39.741413,-105.001044
525,Lincoln College of Technology-Denver,Denver,80239,39.776509999999995,-104.856171
526,Denver Seminary,Littleton,80120,39.600595,-105.02236299999998
527,University of Denver,Denver,80208,39.678005,-104.96325900000001
528,Emily Griffith Technical College,Denver,80203,39.74575,-104.98575100000001
529,Fort Lewis College,Durango,81301-3999,37.275939,-107.86742199999999
530,Front Range Community College,Westminster,80031,39.901452,-105.038068
531,Iliff School of Theology,Denver,80210-4798,39.675927,-104.96065700000001
532,International Salon and Spa Academy,Colorado Springs,80918-3684,38.913621,-104.786252
533,Lamar Community College,Lamar,81052-3999,38.068886,-102.61614399999999
534,Colorado Mesa University,Grand Junction,81501-3122,39.080643,-108.553275
535,Metropolitan State University of Denver,Denver,80217-3362,39.744202,-105.00504
536,Morgan Community College,Fort  Morgan,80701,40.258792,-103.771822
537,Naropa University,Boulder,80302-6697,40.014235,-105.26698700000001
538,Nazarene Bible College,Colorado Springs,80920,38.944824,-104.803251
539,Northeastern Junior College,Sterling,80751-2944,40.637215000000005,-103.19732900000001
540,University of Northern Colorado,Greeley,80639,40.410855,-104.692777
541,Otero Junior College,La Junta,81050,37.969984000000004,-103.544874
542,Altierus Career College-Thornton,Thornton,80229-4339,39.86156,-104.985441
543,Pikes Peak Community College,Colorado Springs,80906-5498,38.764287,-104.787261
544,Pueblo Community College,Pueblo,81004-1499,38.262124,-104.636258
545,Red Rocks Community College,Lakewood,80228-1255,39.720277,-105.150094
546,Regis University,Denver,80221-1099,39.788175,-105.03075600000001
547,Rocky Mountain College of Art and Design,Lakewood,80214,39.743320000000004,-105.069911
548,Montessori Education Center of the Rockies,Boulder,80301,40.019673,-105.241331
549,Colorado State University-Pueblo,Pueblo,81001-4901,38.30859,-104.579033
550,Pickens Technical College,Aurora,80011-9307,39.723704999999995,-104.789683
551,Intellitec College-Colorado Springs,Colorado Springs,80909-6096,38.832183,-104.78721
552,Intellitec College-Grand Junction,Grand Junction,81506,39.116346,-108.53062
553,Trinidad State Junior College,Trinidad,81082,37.172059000000004,-104.513451
554,United States Air Force Academy,USAF Academy,80840-5002,39.010957,-104.89135800000001
555,Empire Beauty School-Thornton,Thornton,80233,39.915253,-104.94357
556,Western Colorado University,Gunnison,81231,38.549935999999995,-106.919132
557,Albertus Magnus College,New Haven,06511-1189,41.332519,-72.92384799999999
558,Asnuntuck Community College,Enfield,06082,41.998409,-72.570177
559,Bais Binyomin Academy,Monsey,10952,41.123013,-74.078802
560,Branford Hall Career Institute-Branford Campus,Branford,06405,41.278557,-72.848201
561,University of Bridgeport,Bridgeport,06604-5620,41.164741,-73.190166
562,Central Connecticut State University,New Britain,06050,41.692502000000005,-72.765991
563,Charter Oak State College,New Britain,06053,41.688246,-72.767972
564,Cortiva Institute-Cromwell,Cromwell,06416,41.604040999999995,-72.678562
565,Connecticut College,New London,06320-4196,41.379833000000005,-72.107321
566,Porter and Chester Institute of Hamden,Hamden,06514,41.346568,-72.93190799999999
567,University of Connecticut,Storrs,06269,41.809098,-72.249948
568,Goodwin College,East Hartford,06118,41.742977,-72.64031999999999
569,Lincoln Technical Institute-East Windsor,East Windsor,06088,41.924248,-72.596915
570,Eastern Connecticut State University,Willimantic,06226,41.721672999999996,-72.218753
571,Fairfield University,Fairfield,06824-5195,41.157672999999996,-73.255903
572,Paul Mitchell the School-North Haven,North Haven,06473,41.394495,-72.85745
573,Capital Community College,Hartford,06103,41.768397,-72.67273399999999
574,Rensselaer at Hartford,Hartford,06120,41.773462,-72.673916
575,American Institute-West Hartford,West Hartford,06110-1922,41.727016,-72.725762
576,Hartford Seminary,Hartford,06105-2260,41.769861,-72.707766
577,University of Hartford,West Hartford,06117-1599,41.798590999999995,-72.715213
578,Holy Apostles College and Seminary,Cromwell,06416-2005,41.60682,-72.647853
